hilbert
job_index,eps,fd,qubit_state,t_levels,c_levels,fc,Ej,g,Ec,kappa,gamma,gamma_phi,n_t,n_c,end_time,snapshots,group_folder
100,0.0080000000000000002,10.491,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
101,0.0080000000000000002,10.4915,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
102,0.0080000000000000002,10.492000000000001,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
103,0.0080000000000000002,10.4925,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
104,0.0070000000000000001,10.4815,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
105,0.0070000000000000001,10.481999999999999,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
106,0.0070000000000000001,10.4825,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
107,0.0070000000000000001,10.483000000000001,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
108,0.0070000000000000001,10.483499999999999,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
109,0.0070000000000000001,10.484,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
110,0.0070000000000000001,10.484500000000001,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
111,0.0070000000000000001,10.484999999999999,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
112,0.0070000000000000001,10.4855,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
113,0.0070000000000000001,10.486000000000001,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
114,0.0070000000000000001,10.486499999999999,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
115,0.0070000000000000001,10.487,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
116,0.0070000000000000001,10.487500000000001,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
117,0.0070000000000000001,10.488,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
118,0.0070000000000000001,10.4885,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
119,0.0070000000000000001,10.489000000000001,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
120,0.0070000000000000001,10.4895,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
121,0.0070000000000000001,10.49,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
122,0.0070000000000000001,10.490500000000001,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
123,0.0070000000000000001,10.491,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
124,0.0070000000000000001,10.4915,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
125,0.0070000000000000001,10.492000000000001,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
126,0.0070000000000000001,10.4925,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
127,0.0070000000000000001,10.493,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
128,0.0070000000000000001,10.493499999999999,1,11,45,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x45
129,0.0070000000000000001,10.4815,1,11,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x50
130,0.0070000000000000001,10.481999999999999,1,11,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x50
131,0.0070000000000000001,10.4825,1,11,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x50
132,0.0070000000000000001,10.483000000000001,1,11,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x50
133,0.0070000000000000001,10.483499999999999,1,11,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,7-0MHz_11x50
